Run,Well,Sample,Day,Temp.,Sample_ID,Gene,5 ng,1 ng,1ng_log10,Replicate,Sample,SampleID,SampleID2,Order,DNA_ng_per_gsoilDM_serial,B_no_gc_per_g_soil,B_no_gc_per_g_soil_log10
B2,L07,S14,14,12,2411,Bacteria,9133404,1826681,6.26,3,S14,B14,D14B14,D14B14,7983.31,14582958390,10.16
B2,M07,S15,14,12,2417,Bacteria,6002181,1200436,6.08,1,S15,B15,D14B15,D14B15,8134.99,9765530139,9.99
B2,M19,S15,14,12,2417,Bacteria,6375383,1275077,6.11,2,S15,B15,D14B15,D14B15,8134.99,10372733635,10.02
B2,N07,S15,14,12,2417,Bacteria,5564774,1112955,6.05,3,S15,B15,D14B15,D14B15,8134.99,9053873423,9.96
B2,O07,S16,14,12,4254,Bacteria,2272211,454442,5.66,1,S16,B16,D14B16,D14B16,21085.13,9581967692,9.98
B2,O19,S16,14,12,4254,Bacteria,1239375,247875,5.39,2,S16,B16,D14B16,D14B16,21085.13,5226476078,9.72
B2,P07,S16,14,12,4254,Bacteria,7657345,1531469,6.19,3,S16,B16,D14B16,D14B16,21085.13,32291219736,10.51
B2,A08,S17,14,12,2665,Bacteria,3390089,678018,5.83,1,S17,B17,D14B17,D14B17,36893.5,25014454100,10.4
B2,B08,S17,14,12,2665,Bacteria,3165097,633019,5.8,2,S17,B17,D14B17,D14B17,36893.5,23354283691,10.37
B2,B19,S17,14,12,2665,Bacteria,3491733,698347,5.84,3,S17,B17,D14B17,D14B17,36893.5,25764461972,10.41
B2,C08,S18,14,12,6127,Bacteria,5350500,1070100,6.03,1,S18,B18,D14B18,D14B18,12004.84,12846375796,10.11
B2,D08,S18,14,12,6127,Bacteria,4971522,994304,6,2,S18,B18,D14B18,D14B18,12004.84,11936457191,10.08
B2,D19,S18,14,12,6127,Bacteria,5540908,1108182,6.04,3,S18,B18,D14B18,D14B18,12004.84,13303543989,10.12
B2,E08,S19,14,12,6135,Bacteria,8443178,1688636,6.23,1,S19,B19,D14B19,D14B19,14507.81,24498402167,10.39
B2,F08,S19,14,12,6135,Bacteria,7496299,1499260,6.18,2,S19,B19,D14B19,D14B19,14507.81,21750972047,10.34
B2,F19,S19,14,12,6135,Bacteria,3361001,672200,5.83,3,S19,B19,D14B19,D14B19,14507.81,9752146666,9.99
A1,I09,S2,14,12,4779,Bacteria,3522007,704401,5.85,1,S2,B2,D14B2,D14B2,21339.02,15031226707,10.18
A1,I10,S2,14,12,4779,Bacteria,2992600,598520,5.78,2,S2,B2,D14B2,D14B2,21339.02,12771829978,10.11
A1,J09,S2,14,12,4779,Bacteria,4313153,862631,5.94,3,S2,B2,D14B2,D14B2,21339.02,18407699770,10.26
A1,J10,S2,14,12,4779,Bacteria,3777554,755511,5.88,4,S2,B2,D14B2,D14B2,21339.02,16121863996,10.21
B2,G08,S20,14,12,6177,Bacteria,5109273,1021855,6.01,1,S20,B20,D14B20,D14B20,18258.75,18657799996,10.27
B2,H08,S20,14,12,6177,Bacteria,3261834,652367,5.81,2,S20,B20,D14B20,D14B20,18258.75,11911409163,10.08
B2,H19,S20,14,12,6177,Bacteria,3368854,673771,5.83,3,S20,B20,D14B20,D14B20,18258.75,12302219553,10.09
A1,K09,S3,14,12,2318,Bacteria,5289051,1057810,6.02,1,S3,B3,D14B3,D14B3,16044.32,16971841147,10.23
A1,K10,S3,14,12,2318,Bacteria,5257466,1051493,6.02,2,S3,B3,D14B3,D14B3,16044.32,16870489184,10.23
A1,L09,S3,14,12,2318,Bacteria,5077823,1015565,6.01,3,S3,B3,D14B3,D14B3,16044.32,16294048888,10.21
A1,L10,S3,14,12,2318,Bacteria,5158175,1031635,6.01,4,S3,B3,D14B3,D14B3,16044.32,16551881096,10.22
A1,M09,S4,14,12,3919,Bacteria,2462695,492539,5.69,1,S4,B4,D14B4,D14B4,37585.56,18512354956,10.27
A1,M10,S4,14,12,3919,Bacteria,2694702,538940,5.73,2,S4,B4,D14B4,D14B4,37585.56,20256362602,10.31
A1,N09,S4,14,12,3919,Bacteria,2510617,502123,5.7,3,S4,B4,D14B4,D14B4,37585.56,18872574979,10.28
A1,N10,S4,14,12,3919,Bacteria,2541308,508262,5.71,4,S4,B4,D14B4,D14B4,37585.56,19103312742,10.28
A1,O09,S5,14,12,2512,Bacteria,4363351,872670,5.94,1,S5,B5,D14B5,D14B5,33852.66,29542196985,10.47
A1,O10,S5,14,12,2512,Bacteria,3670032,734006,5.87,2,S5,B5,D14B5,D14B5,33852.66,24848052345,10.4
A1,P09,S5,14,12,2512,Bacteria,3988840,797768,5.9,3,S5,B5,D14B5,D14B5,33852.66,27006565373,10.43
A1,P10,S5,14,12,2512,Bacteria,4339451,867890,5.94,4,S5,B5,D14B5,D14B5,33852.66,29380381291,10.47
B2,K06,S6,14,12,116,Bacteria,3206491,641298,5.81,1,S6,B6,D14B6,D14B6,24327.64,15601264501,10.19
B2,L06,S6,14,12,116,Bacteria,3318951,663790,5.82,2,S6,B6,D14B6,D14B6,24327.64,16148441696,10.21
B2,L18,S6,14,12,116,Bacteria,1480983,296197,5.47,3,S6,B6,D14B6,D14B6,24327.64,7205772888,9.86
B2,M06,S7,14,12,124,Bacteria,3762332,752466,5.88,1,S7,B7,D14B7,D14B7,9373.39,7053158798,9.85
B2,N06,S7,14,12,124,Bacteria,3827705,765541,5.88,2,S7,B7,D14B7,D14B7,9373.39,7175715898,9.86
B2,N18,S7,14,12,124,Bacteria,3638228,727646,5.86,3,S7,B7,D14B7,D14B7,9373.39,6820511208,9.83
B2,O06,S8,14,12,353,Bacteria,4466973,893395,5.95,1,S8,B8,D14B8,D14B8,8460.9,7558927193,9.88
B2,P06,S8,14,12,353,Bacteria,4151264,830253,5.92,2,S8,B8,D14B8,D14B8,8460.9,7024688944,9.85
B2,P18,S8,14,12,353,Bacteria,5957966,1191593,6.08,3,S8,B8,D14B8,D14B8,8460.9,10081951131,10
B2,A07,S9,14,12,6023,Bacteria,6530699,1306140,6.12,1,S9,B9,D14B9,D14B9,10650.78,13911412176,10.14
B2,A19,S9,14,12,6023,Bacteria,8493537,1698707,6.23,2,S9,B9,D14B9,D14B9,10650.78,18092557646,10.26
B2,B07,S9,14,12,6023,Bacteria,7398370,1479674,6.17,3,S9,B9,D14B9,D14B9,10650.78,15759684950,10.2
A1,A01,S1,1,20,3865,Bacteria,2413290,482658,5.68,1,S1,A1,D1A1,D1A1,25454.99,12286054430,10.09
A1,A02,S1,1,20,3865,Bacteria,3092797,618559,5.79,2,S1,A1,D1A1,D1A1,25454.99,15745412989,10.2
A1,B01,S1,1,20,3865,Bacteria,3952375,790475,5.9,3,S1,A1,D1A1,D1A1,25454.99,20121533002,10.3
A1,B02,S1,1,20,3865,Bacteria,4523311,904662,5.96,4,S1,A1,D1A1,D1A1,25454.99,23028161914,10.36
A2,I01,S10,1,20,1881,Bacteria,4282294,856459,5.93,1,S10,A10,D1A10,D1A10,14245.67,12200831448,10.09
A2,I16,S10,1,20,1881,Bacteria,10718786,2143757,6.33,2,S10,A10,D1A10,D1A10,14245.67,30539252694,10.48
A2,J01,S10,1,20,1881,Bacteria,4553130,910626,5.96,3,S10,A10,D1A10,D1A10,14245.67,12972476602,10.11
A2,K01,S11,1,20,2259,Bacteria,7065177,1413035,6.15,1,S11,A11,D1A11,D1A11,13722.59,19390494014,10.29
A2,K16,S11,1,20,2259,Bacteria,11587402,2317480,6.37,2,S11,A11,D1A11,D1A11,13722.59,31801818121,10.5
A2,L01,S11,1,20,2259,Bacteria,1563734,312747,5.5,3,S11,A11,D1A11,D1A11,13722.59,4291697539,9.63
A2,M01,S12,1,20,2407,Bacteria,13473794,2694759,6.43,1,S12,A12,D1A12,D1A12,12972.75,34958422006,10.54
A2,M16,S12,1,20,2407,Bacteria,7850024,1570005,6.2,2,S12,A12,D1A12,D1A12,12972.75,20367274900,10.31
A2,N01,S12,1,20,2407,Bacteria,4048466,809693,5.91,3,S12,A12,D1A12,D1A12,12972.75,10503941016,10.02
A2,O01,S13,1,20,2408,Bacteria,66053,13211,4.12,1,S13,A13,D1A13,D1A13,7884.14,104157370.2,8.02
A2,O16,S13,1,20,2408,Bacteria,8540792,1708158,6.23,2,S13,A13,D1A13,D1A13,7884.14,13467356377,10.13
A2,P01,S13,1,20,2408,Bacteria,1,0,5.18,3,S13,A13,D1A13,D1A13,7884.14,6785756874,9.83
A2,A02,S14,1,20,2411,Bacteria,6192008,1238402,6.09,1,S14,A14,D1A14,D1A14,7739.53,9584654528,9.98
A2,B02,S14,1,20,2411,Bacteria,7185073,1437015,6.16,2,S14,A14,D1A14,D1A14,7739.53,11121826617,10.05
A2,B16,S14,1,20,2411,Bacteria,10928190,2185638,6.34,3,S14,A14,D1A14,D1A14,7739.53,16915819865,10.23
A2,C02,S15,1,20,2417,Bacteria,17733283,3546657,6.55,1,S15,A15,D1A15,D1A15,8090.33,28693626139,10.46
A2,D02,S15,1,20,2417,Bacteria,12631017,2526203,6.4,2,S15,A15,D1A15,D1A15,8090.33,20437816353,10.31
A2,D16,S15,1,20,2417,Bacteria,13710338,2742068,6.44,3,S15,A15,D1A15,D1A15,8090.33,22184235476,10.35
A2,E02,S16,1,20,4254,Bacteria,9446401,1889280,6.28,1,S16,A16,D1A16,D1A16,18370.07,34706202502,10.54
A2,F02,S16,1,20,4254,Bacteria,5105142,1021028,6.01,2,S16,A16,D1A16,D1A16,18370.07,18756354023,10.27
A2,F16,S16,1,20,4254,Bacteria,5715207,1143041,6.06,3,S16,A16,D1A16,D1A16,18370.07,20997741157,10.32
A2,G02,S17,1,20,2665,Bacteria,3705558,741112,5.87,1,S17,A17,D1A17,D1A17,22542.71,16706673961,10.22
A2,H02,S17,1,20,2665,Bacteria,4547233,909447,5.96,2,S17,A17,D1A17,D1A17,22542.71,20501401291,10.31
A2,H16,S17,1,20,2665,Bacteria,5541191,1108238,6.04,3,S17,A17,D1A17,D1A17,22542.71,24982689441,10.4
A2,I02,S18,1,20,6127,Bacteria,4417019,883404,5.95,1,S18,A18,D1A18,D1A18,7273.86,6425758564,9.81
A2,J02,S18,1,20,6127,Bacteria,3237110,647422,5.81,2,S18,A18,D1A18,D1A18,7273.86,4709258121,9.67
A2,J16,S18,1,20,6127,Bacteria,12433620,2486724,6.4,3,S18,A18,D1A18,D1A18,7273.86,18088086584,10.26
A2,K02,S19,1,20,6135,Bacteria,5426918,1085384,6.04,1,S19,A19,D1A19,D1A19,8924.74,9686769434,9.99
A2,L02,S19,1,20,6135,Bacteria,2796406,559281,5.75,2,S19,A19,D1A19,D1A19,8924.74,4991437220,9.7
A2,L16,S19,1,20,6135,Bacteria,9014635,1802927,6.26,3,S19,A19,D1A19,D1A19,8924.74,16090653773,10.21
A1,C01,S2,1,20,4779,Bacteria,4662684,932537,5.97,1,S2,A2,D1A2,D1A2,21926.91,20447656050,10.31
A1,C02,S2,1,20,4779,Bacteria,4991761,998352,6,2,S2,A2,D1A2,D1A2,21926.91,21890775715,10.34
A1,D01,S2,1,20,4779,Bacteria,4623707,924741,5.97,3,S2,A2,D1A2,D1A2,21926.91,20276713850,10.31
A1,D02,S2,1,20,4779,Bacteria,5052712,1010542,6,4,S2,A2,D1A2,D1A2,21926.91,22158064763,10.35
A2,M02,S20,1,20,6177,Bacteria,4666230,933246,5.97,1,S20,A20,D1A20,D1A20,15300.16,14278811247,10.15
A2,N02,S20,1,20,6177,Bacteria,3337379,667476,5.82,2,S20,A20,D1A20,D1A20,15300.16,10212488257,10.01
A2,N16,S20,1,20,6177,Bacteria,3434607,686921,5.84,3,S20,A20,D1A20,D1A20,15300.16,10509999829,10.02
A1,E01,S3,1,20,2318,Bacteria,7259974,1451995,6.16,1,S3,A3,D1A3,D1A3,17369.02,25219735423,10.4
A1,E02,S3,1,20,2318,Bacteria,7037885,1407577,6.15,2,S3,A3,D1A3,D1A3,17369.02,24448238133,10.39
A1,F01,S3,1,20,2318,Bacteria,6493666,1298733,6.11,3,S3,A3,D1A3,D1A3,17369.02,22557724128,10.35
A1,F02,S3,1,20,2318,Bacteria,5975223,1195045,6.08,4,S3,A3,D1A3,D1A3,17369.02,20756764809,10.32
A1,G01,S4,1,20,3919,Bacteria,4149034,829807,5.92,1,S4,A4,D1A4,D1A4,37828.79,31390598636,10.5
A1,G02,S4,1,20,3919,Bacteria,3523472,704694,5.85,2,S4,A4,D1A4,D1A4,37828.79,26657724646,10.43
A1,H01,S4,1,20,3919,Bacteria,3601778,720356,5.86,3,S4,A4,D1A4,D1A4,37828.79,27250199228,10.44
A1,H02,S4,1,20,3919,Bacteria,3250481,650096,5.81,4,S4,A4,D1A4,D1A4,37828.79,24592348113,10.39
A1,I01,S5,1,20,2512,Bacteria,3107630,621526,5.79,1,S5,A5,D1A5,D1A5,39961.53,24837129056,10.4
A1,I02,S5,1,20,2512,Bacteria,3071286,614257,5.79,2,S5,A5,D1A5,D1A5,39961.53,24546648705,10.39
A1,J01,S5,1,20,2512,Bacteria,2898340,579668,5.76,3,S5,A5,D1A5,D1A5,39961.53,23164419390,10.36
A1,J02,S5,1,20,2512,Bacteria,2739501,547900,5.74,4,S5,A5,D1A5,D1A5,39961.53,21894921548,10.34
A2,A01,S6,1,20,116,Bacteria,1288165,257633,5.41,1,S6,A6,D1A6,D1A6,18672.14,4810559367,9.68
A2,A16,S6,1,20,116,Bacteria,6945359,1389072,6.14,2,S6,A6,D1A6,D1A6,18672.14,25936946434,10.41
A2,B01,S6,1,20,116,Bacteria,4485922,897184,5.95,3,S6,A6,D1A6,D1A6,18672.14,16752344982,10.22
A2,C01,S7,1,20,124,Bacteria,7016132,1403226,6.15,1,S7,A7,D1A7,D1A7,6348.66,8908610382,9.95
A2,C16,S7,1,20,124,Bacteria,8982080,1796416,6.25,2,S7,A7,D1A7,D1A7,6348.66,11404841578,10.06
A2,D01,S7,1,20,124,Bacteria,6781547,1356309,6.13,3,S7,A7,D1A7,D1A7,6348.66,8610750114,9.94
A2,E01,S8,1,20,353,Bacteria,5380473,1076095,6.03,1,S8,A8,D1A8,D1A8,7550.2,8124731130,9.91
A2,E16,S8,1,20,353,Bacteria,11869315,2373863,6.38,2,S8,A8,D1A8,D1A8,7550.2,17923137469,10.25
A2,F01,S8,1,20,353,Bacteria,9036691,1807338,6.26,3,S8,A8,D1A8,D1A8,7550.2,13645761119,10.13
A2,G01,S9,1,20,6023,Bacteria,4980545,996109,6,1,S9,A9,D1A9,D1A9,7447.91,7418931462,9.87
A2,G16,S9,1,20,6023,Bacteria,7114191,1422838,6.15,2,S9,A9,D1A9,D1A9,7447.91,10597171196,10.03
A2,H01,S9,1,20,6023,Bacteria,3615781,723156,5.86,3,S9,A9,D1A9,D1A9,7447.91,5386001733,9.73
A1,K01,S1,1,12,3865,Bacteria,3374045,674809,5.83,1,S1,B1,D1B1,D1B1,30005.94,20248281143,10.31
A1,K02,S1,1,12,3865,Bacteria,2951438,590288,5.77,2,S1,B1,D1B1,D1B1,30005.94,17712148741,10.25
A1,L01,S1,1,12,3865,Bacteria,2853355,570671,5.76,3,S1,B1,D1B1,D1B1,30005.94,17123522135,10.23
A1,L02,S1,1,12,3865,Bacteria,2923693,584739,5.77,4,S1,B1,D1B1,D1B1,30005.94,17545645757,10.24
B2,I01,S10,1,12,1881,Bacteria,2617318,523464,5.72,1,S10,B10,D1B10,D1B10,15909.9,8328262255,9.92
B2,I16,S10,1,12,1881,Bacteria,3737467,747493,5.87,2,S10,B10,D1B10,D1B10,15909.9,11892542252,10.08
B2,J01,S10,1,12,1881,Bacteria,3148752,629750,5.8,3,S10,B10,D1B10,D1B10,15909.9,10019262366,10
B2,K01,S11,1,12,2259,Bacteria,3838000,767600,5.89,1,S11,B11,D1B11,D1B11,13341.03,10240572315,10.01
B2,K16,S11,1,12,2259,Bacteria,9281960,1856392,6.27,2,S11,B11,D1B11,D1B11,13341.03,24766175770,10.39
B2,L01,S11,1,12,2259,Bacteria,2395120,479024,5.68,3,S11,B11,D1B11,D1B11,13341.03,6390672111,9.81
B2,M01,S12,1,12,2407,Bacteria,3011729,602346,5.78,1,S12,B12,D1B12,D1B12,13591.73,8186924568,9.91
B2,M16,S12,1,12,2407,Bacteria,7134302,1426860,6.15,2,S12,B12,D1B12,D1B12,13591.73,19393496743,10.29
B2,N01,S12,1,12,2407,Bacteria,65850,13170,4.12,3,S12,B12,D1B12,D1B12,13591.73,179003092.2,8.25
B2,O01,S13,1,12,2408,Bacteria,638228,127646,5.11,1,S13,B13,D1B13,D1B13,11508.55,1469020593,9.17
B2,O16,S13,1,12,2408,Bacteria,3505166,701033,5.85,2,S13,B13,D1B13,D1B13,11508.55,8067874540,9.91
B2,P01,S13,1,12,2408,Bacteria,156105,31221,4.49,3,S13,B13,D1B13,D1B13,11508.55,359308493.3,8.56
B2,A02,S14,1,12,2411,Bacteria,2201787,440357,5.64,1,S14,B14,D1B14,D1B14,9438.13,4156147204,9.62
B2,B02,S14,1,12,2411,Bacteria,2409694,481939,5.68,2,S14,B14,D1B14,D1B14,9438.13,4548603582,9.66
B2,B16,S14,1,12,2411,Bacteria,2234900,446980,5.65,3,S14,B14,D1B14,D1B14,9438.13,4218655948,9.63
B2,C02,S15,1,12,2417,Bacteria,9442219,1888444,6.28,1,S15,B15,D1B15,D1B15,8534.47,16116868144,10.21
B2,D02,S15,1,12,2417,Bacteria,13962061,2792412,6.45,2,S15,B15,D1B15,D1B15,8534.47,23831755671,10.38
B2,D16,S15,1,12,2417,Bacteria,12095902,2419180,6.38,3,S15,B15,D1B15,D1B15,8534.47,20646418467,10.31
B2,E02,S16,1,12,4254,Bacteria,3721372,744274,5.87,1,S16,B16,D1B16,D1B16,22876.81,17026617839,10.23
B2,F02,S16,1,12,4254,Bacteria,5149268,1029854,6.01,2,S16,B16,D1B16,D1B16,22876.81,23559778371,10.37
B2,F16,S16,1,12,4254,Bacteria,3102079,620416,5.79,3,S16,B16,D1B16,D1B16,22876.81,14193141414,10.15
B2,G02,S17,1,12,2665,Bacteria,2236280,447256,5.65,1,S17,B17,D1B17,D1B17,30064.02,13446312704,10.13
B2,H02,S17,1,12,2665,Bacteria,1742795,348559,5.54,2,S17,B17,D1B17,D1B17,30064.02,10479084260,10.02
B2,H16,S17,1,12,2665,Bacteria,2274438,454888,5.66,3,S17,B17,D1B17,D1B17,30064.02,13675761294,10.14
B2,I02,S18,1,12,6127,Bacteria,2442809,488562,5.69,1,S18,B18,D1B18,D1B18,9647.42,4713360721,9.67
B2,J02,S18,1,12,6127,Bacteria,6046442,1209288,6.08,2,S18,B18,D1B18,D1B18,9647.42,11666504066,10.07
B2,J16,S18,1,12,6127,Bacteria,7966892,1593378,6.2,3,S18,B18,D1B18,D1B18,9647.42,15371979972,10.19
B2,K02,S19,1,12,6135,Bacteria,1849986,369997,5.57,1,S19,B19,D1B19,D1B19,10537.05,3898675181,9.59
B2,L02,S19,1,12,6135,Bacteria,2553147,510629,5.71,2,S19,B19,D1B19,D1B19,10537.05,5380520948,9.73
B2,L16,S19,1,12,6135,Bacteria,6715713,1343143,6.13,3,S19,B19,D1B19,D1B19,10537.05,14152758749,10.15
A1,M01,S2,1,12,4779,Bacteria,3081549,616310,5.79,1,S2,B2,D1B2,D1B2,21537.68,13273890581,10.12
A1,M02,S2,1,12,4779,Bacteria,3417540,683508,5.83,2,S2,B2,D1B2,D1B2,21537.68,14721179931,10.17
A1,N01,S2,1,12,4779,Bacteria,2616471,523294,5.72,3,S2,B2,D1B2,D1B2,21537.68,11270541282,10.05
A1,N02,S2,1,12,4779,Bacteria,2820287,564057,5.75,4,S2,B2,D1B2,D1B2,21537.68,12148481932,10.08
B2,M02,S20,1,12,6177,Bacteria,1547756,309551,5.49,1,S20,B20,D1B20,D1B20,13299.07,4116739688,9.61
B2,N02,S20,1,12,6177,Bacteria,2440785,488157,5.69,2,S20,B20,D1B20,D1B20,13299.07,6492032963,9.81
B2,N16,S20,1,12,6177,Bacteria,4866311,973262,5.99,3,S20,B20,D1B20,D1B20,13299.07,12943477171,10.11
A1,O01,S3,1,12,2318,Bacteria,3982638,796528,5.9,1,S3,B3,D1B3,D1B3,17841.14,14210966266,10.15
A1,O02,S3,1,12,2318,Bacteria,3887345,777469,5.89,2,S3,B3,D1B3,D1B3,17841.14,13870932010,10.14
A1,P01,S3,1,12,2318,Bacteria,481,96,1.98,3,S3,B3,D1B3,D1B3,17841.14,1712749.284,6.23
A1,P02,S3,1,12,2318,Bacteria,1787786,357557,5.55,4,S3,B3,D1B3,D1B3,17841.14,6379223913,9.8
A1,A03,S4,1,12,3919,Bacteria,3241187,648237,5.81,1,S4,B4,D1B4,D1B4,38492.67,24952372124,10.4
A1,A04,S4,1,12,3919,Bacteria,2532469,506494,5.7,2,S4,B4,D1B4,D1B4,38492.67,19496305775,10.29
A1,B03,S4,1,12,3919,Bacteria,2915008,583002,5.77,3,S4,B4,D1B4,D1B4,38492.67,22441302877,10.35
A1,B04,S4,1,12,3919,Bacteria,3040920,608184,5.78,4,S4,B4,D1B4,D1B4,38492.67,23410625262,10.37
A1,C03,S5,1,12,2512,Bacteria,4087911,817582,5.91,1,S5,B5,D1B5,D1B5,33885.71,27704343805,10.44
A1,C04,S5,1,12,2512,Bacteria,3508893,701779,5.85,2,S5,B5,D1B5,D1B5,33885.71,23780277319,10.38
A1,D03,S5,1,12,2512,Bacteria,3641425,728285,5.86,3,S5,B5,D1B5,D1B5,33885.71,24678451860,10.39
A1,D04,S5,1,12,2512,Bacteria,3863046,772609,5.89,4,S5,B5,D1B5,D1B5,33885.71,26180401921,10.42
B2,A01,S6,1,12,116,Bacteria,720011,144002,5.16,1,S6,B6,D1B6,D1B6,23506.87,3385036065,9.53
B2,A16,S6,1,12,116,Bacteria,2946663,589333,5.77,2,S6,B6,D1B6,D1B6,23506.87,13853373283,10.14
B2,B01,S6,1,12,116,Bacteria,2678623,535725,5.73,3,S6,B6,D1B6,D1B6,23506.87,12593217081,10.1
B2,C01,S7,1,12,124,Bacteria,3136264,627253,5.8,1,S7,B7,D1B7,D1B7,6436.71,4037448408,9.61
B2,C16,S7,1,12,124,Bacteria,7834215,1566843,6.2,2,S7,B7,D1B7,D1B7,6436.71,10085320876,10
B2,D01,S7,1,12,124,Bacteria,6369410,1273882,6.11,3,S7,B7,D1B7,D1B7,6436.71,8199614593,9.91
B2,E01,S8,1,12,353,Bacteria,3715589,743118,5.87,1,S8,B8,D1B8,D1B8,10355.79,7695570250,9.89
B2,E16,S8,1,12,353,Bacteria,5822512,1164502,6.07,2,S8,B8,D1B8,D1B8,10355.79,12059332363,10.08
B2,F01,S8,1,12,353,Bacteria,6535134,1307027,6.12,3,S8,B8,D1B8,D1B8,10355.79,13535290622,10.13
B2,G01,S9,1,12,6023,Bacteria,3902010,780402,5.89,1,S9,B9,D1B9,D1B9,7642.12,5963929088,9.78
B2,G16,S9,1,12,6023,Bacteria,2098156,419631,5.62,2,S9,B9,D1B9,D1B9,7642.12,3206872262,9.51
B2,H01,S9,1,12,6023,Bacteria,1675909,335182,5.53,3,S9,B9,D1B9,D1B9,7642.12,2561502507,9.41
A1,A11,S1,21,20,3865,Bacteria,4171833,834367,5.92,1,S1,A1,D21A1,D21A1,27494.89,22940827996,10.36
A1,A12,S1,21,20,3865,Bacteria,4049097,809819,5.91,2,S1,A1,D21A1,D21A1,27494.89,22265883462,10.35
A1,B11,S1,21,20,3865,Bacteria,3532335,706467,5.85,3,S1,A1,D21A1,D21A1,27494.89,19424231701,10.29
A1,B12,S1,21,20,3865,Bacteria,3835813,767163,5.88,4,S1,A1,D21A1,D21A1,27494.89,21093061480,10.32
A2,A09,S10,21,20,1881,Bacteria,6000437,1200087,6.08,1,S10,A10,D21A10,D21A10,18113.31,21737553356,10.34
A2,A20,S10,21,20,1881,Bacteria,6681536,1336307,6.13,2,S10,A10,D21A10,D21A10,18113.31,24204949068,10.38
A2,B09,S10,21,20,1881,Bacteria,6172286,1234457,6.09,3,S10,A10,D21A10,D21A10,18113.31,22360107978,10.35
A2,C09,S11,21,20,2259,Bacteria,6090399,1218080,6.09,1,S11,A11,D21A11,D21A11,17803.8,21686450495,10.34
A2,C20,S11,21,20,2259,Bacteria,7702442,1540488,6.19,2,S11,A11,D21A11,D21A11,17803.8,27426537460,10.44
A2,D09,S11,21,20,2259,Bacteria,6268384,1253677,6.1,3,S11,A11,D21A11,D21A11,17803.8,22320212299,10.35
A2,E09,S12,21,20,2407,Bacteria,3304700,660940,5.82,1,S12,A12,D21A12,D21A12,20377,13467973118,10.13
A2,E20,S12,21,20,2407,Bacteria,8189604,1637921,6.21,2,S12,A12,D21A12,D21A12,20377,33375913089,10.52
A2,F09,S12,21,20,2407,Bacteria,10346489,2069298,6.32,3,S12,A12,D21A12,D21A12,20377,42166081394,10.62
A2,G09,S13,21,20,2408,Bacteria,8767093,1753419,6.24,1,S13,A13,D21A13,D21A13,14622.51,25639391002,10.41
A2,G20,S13,21,20,2408,Bacteria,7206529,1441306,6.16,2,S13,A13,D21A13,D21A13,14622.51,21075514802,10.32
A2,H09,S13,21,20,2408,Bacteria,3386989,677398,5.83,3,S13,A13,D21A13,D21A13,14622.51,9905260629,10
A2,I09,S14,21,20,2411,Bacteria,2692021,538404,5.73,1,S14,A14,D21A14,D21A14,13230.6,7123406681,9.85
A2,I20,S14,21,20,2411,Bacteria,8942105,1788421,6.25,2,S14,A14,D21A14,D21A14,13230.6,23661878625,10.37
A2,J09,S14,21,20,2411,Bacteria,4671280,934256,5.97,3,S14,A14,D21A14,D21A14,13230.6,12360765209,10.09
A2,K09,S15,21,20,2417,Bacteria,3312067,662413,5.82,1,S15,A15,D21A15,D21A15,8384.53,5554021630,9.74
A2,K20,S15,21,20,2417,Bacteria,13647761,2729552,6.44,2,S15,A15,D21A15,D21A15,8384.53,22886010462,10.36
A2,L09,S15,21,20,2417,Bacteria,5379262,1075852,6.03,3,S15,A15,D21A15,D21A15,8384.53,9020513303,9.96
A2,M09,S16,21,20,4254,Bacteria,9445757,1889151,6.28,1,S16,A16,D21A16,D21A16,25166.79,47543871519,10.68
A2,M20,S16,21,20,4254,Bacteria,616978,123396,5.09,2,S16,A16,D21A16,D21A16,25166.79,3105481547,9.49
A2,N09,S16,21,20,4254,Bacteria,8509252,1701850,6.23,3,S16,A16,D21A16,D21A16,25166.79,42830106088,10.63
A2,O09,S17,21,20,2665,Bacteria,3008368,601674,5.78,1,S17,A17,D21A17,D21A17,22298.65,13416515711,10.13
A2,O20,S17,21,20,2665,Bacteria,15227424,3045485,6.48,2,S17,A17,D21A17,D21A17,22298.65,67910192810,10.83
A2,P09,S17,21,20,2665,Bacteria,6340429,1268086,6.1,3,S17,A17,D21A17,D21A17,22298.65,28276601185,10.45
A2,A10,S18,21,20,6127,Bacteria,4906,981,2.99,1,S18,A18,D21A18,D21A18,13071.98,12823608.76,7.11
A2,B10,S18,21,20,6127,Bacteria,3003470,600694,5.78,2,S18,A18,D21A18,D21A18,13071.98,7852257741,9.89
A2,B20,S18,21,20,6127,Bacteria,8005771,1601154,6.2,3,S18,A18,D21A18,D21A18,13071.98,20930247165,10.32
A2,C10,S19,21,20,6135,Bacteria,7,1,0.16,1,S19,A19,D21A19,D21A19,12890.37,12890.36933,4.11
A2,D10,S19,21,20,6135,Bacteria,6818858,1363772,6.13,2,S19,A19,D21A19,D21A19,12890.37,17579524767,10.25
A2,D20,S19,21,20,6135,Bacteria,3962050,792410,5.9,3,S19,A19,D21A19,D21A19,12890.37,10214457564,10.01
A1,C11,S2,21,20,4779,Bacteria,4548659,909732,5.96,1,S2,A2,D21A2,D21A2,17207.98,15654645798,10.19
A1,C12,S2,21,20,4779,Bacteria,4953821,990764,6,2,S2,A2,D21A2,D21A2,17207.98,17049042453,10.23
