Run,Well,Sample,Day,Temp.,Sample_ID,Gene,5 ng,1 ng,1ng_log10,Replicate,Sample,Sample,SampleID2,DNA_ng_per_gsoilDM_serial,A_no_gc_per_g_soil,A_no_gc_per_g_soil_log10
B2,M18,S14,7,12,2411,Archaea,8970,1794,3.25,2,B14,D,D7B14,8907.49,15980030,7.2
B2,N05,S14,7,12,2411,Archaea,15182,3036,3.48,3,B14,D,D7B14,8907.49,27043127,7.43
B2,O05,S15,7,12,2417,Archaea,21384,4277,3.63,1,B15,D,D7B15,6656.01,28467752,7.45
B2,O18,S15,7,12,2417,Archaea,22624,4525,3.66,2,B15,D,D7B15,6656.01,30118442,7.48
B2,P05,S15,7,12,2417,Archaea,12708,2542,3.41,3,B15,D,D7B15,6656.01,16919576,7.23
B2,A06,S16,7,12,4254,Archaea,64510,12902,4.11,1,B16,D,D7B16,20775.29,268042730,8.43
B2,B06,S16,7,12,4254,Archaea,34997,6999,3.85,2,B16,D,D7B16,20775.29,145406221,8.16
B2,B18,S16,7,12,4254,Archaea,78710,15742,4.2,3,B16,D,D7B16,20775.29,327044540,8.51
B2,C06,S17,7,12,2665,Archaea,37908,7582,3.88,1,B17,D,D7B17,27508.96,208572902,8.32
B2,D06,S17,7,12,2665,Archaea,35821,7164,3.86,2,B17,D,D7B17,27508.96,197074158,8.29
B2,D18,S17,7,12,2665,Archaea,147796,29559,4.47,3,B17,D,D7B17,27508.96,813137220,8.91
B2,E06,S18,7,12,6127,Archaea,27160,5432,3.73,1,B18,D,D7B18,9340.4,50737041,7.71
B2,F06,S18,7,12,6127,Archaea,26888,5378,3.73,2,B18,D,D7B18,9340.4,50232660,7.7
B2,F18,S18,7,12,6127,Archaea,26148,5230,3.72,3,B18,D,D7B18,9340.4,48850281,7.69
B2,G06,S19,7,12,6135,Archaea,38810,7762,3.89,1,B19,D,D7B19,10977.36,85206253,7.93
B2,H06,S19,7,12,6135,Archaea,13992,2798,3.45,2,B19,D,D7B19,10977.36,30714648,7.49
B2,H18,S19,7,12,6135,Archaea,59267,11853,4.07,3,B19,D,D7B19,10977.36,130114624,8.11
A1,E07,S2,7,12,4779,Archaea,55801,11160,4.05,1,B2,D,D7B2,24317.62,271384660,8.43
A1,E08,S2,7,12,4779,Archaea,55735,11147,4.05,2,B2,D,D7B2,24317.62,271068531,8.43
A1,F07,S2,7,12,4779,Archaea,52200,10440,4.02,3,B2,D,D7B2,24317.62,253875972,8.4
A1,F08,S2,7,12,4779,Archaea,52653,10531,4.02,4,B2,D,D7B2,24317.62,256088876,8.41
B2,I06,S20,7,12,6177,Archaea,40887,8177,3.91,1,B20,D,D7B20,16301.7,133298965,8.12
B2,J06,S20,7,12,6177,Archaea,6811,1362,3.13,2,B20,D,D7B20,16301.7,22202909,7.35
B2,J18,S20,7,12,6177,Archaea,95964,19193,4.28,3,B20,D,D7B20,16301.7,312878443,8.5
A1,G07,S3,7,12,2318,Archaea,20197,4039,3.61,1,B3,D,D7B3,21058.04,85053422,7.93
A1,G08,S3,7,12,2318,Archaea,19587,3917,3.59,2,B3,D,D7B3,21058.04,82484341,7.92
A1,H07,S3,7,12,2318,Archaea,20252,4050,3.61,3,B3,D,D7B3,21058.04,85285061,7.93
A1,H08,S3,7,12,2318,Archaea,20401,4080,3.61,4,B3,D,D7B3,21058.04,85916802,7.93
A1,I07,S4,7,12,3919,Archaea,63872,12774,4.11,1,B4,D,D7B4,35440.17,452712703,8.66
A1,I08,S4,7,12,3919,Archaea,70285,14057,4.15,2,B4,D,D7B4,35440.17,498182438,8.7
A1,J07,S4,7,12,3919,Archaea,59463,11893,4.08,3,B4,D,D7B4,35440.17,421489915,8.62
A1,J08,S4,7,12,3919,Archaea,58701,11740,4.07,4,B4,D,D7B4,35440.17,416067569,8.62
A1,K07,S5,7,12,2512,Archaea,25710,5142,3.71,1,B5,D,D7B5,39966.99,205510242,8.31
A1,K08,S5,7,12,2512,Archaea,25274,5055,3.7,2,B5,D,D7B5,39966.99,202033114,8.31
A1,L07,S5,7,12,2512,Archaea,24565,4913,3.69,3,B5,D,D7B5,39966.99,196357802,8.29
A1,L08,S5,7,12,2512,Archaea,24403,4881,3.69,4,B5,D,D7B5,39966.99,195078859,8.29
B2,M04,S6,7,12,116,Archaea,62721,12544,4.1,1,B6,D,D7B6,20839.52,261410960,8.42
B2,N04,S6,7,12,116,Archaea,33455,6691,3.83,2,B6,D,D7B6,20839.52,139437240,8.14
B2,N17,S6,7,12,116,Archaea,65623,13125,4.12,3,B6,D,D7B6,20839.52,273518722,8.44
B2,O04,S7,7,12,124,Archaea,25281,5056,3.7,1,B7,D,D7B7,8634.07,43653859,7.64
B2,P04,S7,7,12,124,Archaea,16494,3299,3.52,2,B7,D,D7B7,8634.07,28483798,7.45
B2,P17,S7,7,12,124,Archaea,49013,9803,3.99,3,B7,D,D7B7,8634.07,84639791,7.93
B2,A05,S8,7,12,353,Archaea,95321,19064,4.28,1,B8,D,D7B8,8406.44,160260439,8.2
B2,A18,S8,7,12,353,Archaea,263426,52685,4.72,2,B8,D,D7B8,8406.44,442893477,8.65
B2,B05,S8,7,12,353,Archaea,57883,11577,4.06,3,B8,D,D7B8,8406.44,97321397,7.99
B2,C05,S9,7,12,6023,Archaea,14403,2881,3.46,1,B9,D,D7B9,7308.69,21056339,7.32
B2,C18,S9,7,12,6023,Archaea,60145,12029,4.08,2,B9,D,D7B9,7308.69,87916244,7.94
B2,D05,S9,7,12,6023,Archaea,8860,1772,3.25,3,B9,D,D7B9,7308.69,12951001,7.11
